Id,month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,,resale_price,full_address,X_coordinates,Y_coordinates,Closest_Mrt,Mrt_Distance,Price Index
327,2017-04,HOUGANG,EXECUTIVE,10 TO 12,137,Apartment,1999,81 years 07 months,,592000,975 HOUGANG ST 91,1.377159675,103.87968,Hougang mrt,1.5906195,133.7
328,2017-04,HOUGANG,EXECUTIVE,01 TO 03,151,Maisonette,1984,66 years 03 months,,600000,128 LOR AH SOO,1.351723552,103.8864872,Kovan mrt,0.931110629,133.7
329,2017-04,HOUGANG,EXECUTIVE,01 TO 03,150,Maisonette,1992,74 years 05 months,,620000,561 HOUGANG ST 51,1.380380018,103.8891877,Buangkok mrt,0.564838388,133.7
330,2017-04,HOUGANG,EXECUTIVE,07 TO 09,148,Maisonette,1992,74 years 05 months,,640000,558 HOUGANG ST 51,1.380494819,103.8897605,Buangkok mrt,0.509082242,133.7
331,2017-04,HOUGANG,EXECUTIVE,01 TO 03,155,Maisonette,1988,70 years 03 months,,656888,659 HOUGANG AVE 8,1.373277214,103.8832067,Hougang mrt,1.058941562,133.7
332,2017-04,HOUGANG,EXECUTIVE,07 TO 09,148,Maisonette,1987,69 years 06 months,,665000,634 HOUGANG AVE 8,1.37007303,103.8784394,Kovan mrt,1.311107787,133.7
333,2017-04,HOUGANG,EXECUTIVE,10 TO 12,148,Maisonette,1992,74 years 06 months,,720000,455 HOUGANG AVE 10,1.377482706,103.8954334,Buangkok mrt,0.73626986,133.7
334,2017-04,HOUGANG,EXECUTIVE,04 TO 06,148,Maisonette,1992,74 years 06 months,,815000,221 HOUGANG ST 21,1.356604529,103.8836506,Kovan mrt,0.376516175,133.7
335,2017-05,HOUGANG,3 ROOM,04 TO 06,64,Simplified,1986,68 years 06 months,,258000,626 HOUGANG AVE 8,1.369813241,103.882211,Hougang mrt,1.120012885,133.7
336,2017-05,HOUGANG,3 ROOM,01 TO 03,73,New Generation,1978,60 years,,265000,21 HOUGANG AVE 3,1.364245984,103.8914777,Hougang mrt,0.678892654,133.7
337,2017-05,HOUGANG,3 ROOM,07 TO 09,60,Improved,1985,67 years 03 months,,270000,623 HOUGANG AVE 8,1.370513873,103.8823235,Hougang mrt,1.106184873,133.7
338,2017-05,HOUGANG,3 ROOM,07 TO 09,67,New Generation,1984,66 years 06 months,,275000,242 HOUGANG ST 22,1.357388977,103.8921679,Kovan mrt,0.898006939,133.7
339,2017-05,HOUGANG,3 ROOM,04 TO 06,67,New Generation,1984,66 years 04 months,,277000,244 HOUGANG ST 22,1.358072532,103.8919468,Kovan mrt,0.853642902,133.7
340,2017-05,HOUGANG,3 ROOM,04 TO 06,67,New Generation,1983,64 years 10 months,,277000,126 HOUGANG AVE 1,1.352230308,103.8857111,Kovan mrt,0.859020721,133.7
341,2017-05,HOUGANG,3 ROOM,10 TO 12,67,New Generation,1983,65 years 02 months,,285000,317 HOUGANG AVE 7,1.365299662,103.8964548,Hougang mrt,0.72644387,133.7
342,2017-05,HOUGANG,3 ROOM,10 TO 12,69,Improved,1985,67 years 03 months,,286888,620 HOUGANG AVE 8,1.370144007,103.8839681,Hougang mrt,0.923224425,133.7
343,2017-05,HOUGANG,3 ROOM,04 TO 06,67,New Generation,1982,64 years 05 months,,287000,309 HOUGANG AVE 5,1.366205547,103.8951524,Hougang mrt,0.558529514,133.7
344,2017-05,HOUGANG,3 ROOM,04 TO 06,67,New Generation,1983,64 years 10 months,,295000,322 HOUGANG AVE 5,1.367098554,103.8969787,Hougang mrt,0.63530279,133.7
345,2017-05,HOUGANG,3 ROOM,10 TO 12,69,Improved,1985,67 years 03 months,,298000,631 HOUGANG AVE 8,1.370691366,103.8815186,Hougang mrt,1.196233248,133.7
346,2017-05,HOUGANG,3 ROOM,07 TO 09,69,Improved,1987,69 years 07 months,,298000,642 HOUGANG AVE 8,1.371698789,103.8799483,Hougang mrt,1.378613997,133.7
347,2017-05,HOUGANG,3 ROOM,07 TO 09,73,New Generation,1978,60 years 01 month,,300000,22 HOUGANG AVE 3,1.364285424,103.8904679,Hougang mrt,0.698056154,133.7
348,2017-05,HOUGANG,3 ROOM,07 TO 09,74,Model A,1987,68 years 10 months,,308500,688 HOUGANG ST 61,1.376161791,103.8855498,Hougang mrt,0.986460802,133.7
349,2017-05,HOUGANG,3 ROOM,07 TO 09,73,New Generation,1978,60 years,,310000,22 HOUGANG AVE 3,1.364285424,103.8904679,Hougang mrt,0.698056154,133.7
350,2017-05,HOUGANG,3 ROOM,13 TO 15,74,Model A,1983,65 years 04 months,,320000,304 HOUGANG AVE 5,1.367786717,103.8955303,Hougang mrt,0.460102331,133.7
351,2017-05,HOUGANG,3 ROOM,01 TO 03,74,Model A,1987,68 years 10 months,,320000,524 HOUGANG AVE 6,1.374075675,103.8907158,Hougang mrt,0.448007377,133.7
352,2017-05,HOUGANG,3 ROOM,01 TO 03,74,Model A,1986,68 years 06 months,,332000,523 HOUGANG AVE 6,1.373720912,103.890707,Hougang mrt,0.412472707,133.7
353,2017-05,HOUGANG,3 ROOM,13 TO 15,80,New Generation,1983,64 years 09 months,,340000,126 HOUGANG AVE 1,1.352230308,103.8857111,Kovan mrt,0.859020721,133.7
354,2017-05,HOUGANG,3 ROOM,07 TO 09,74,Model A,1987,69 years 07 months,,342000,528 HOUGANG AVE 6,1.375119192,103.8907261,Hougang mrt,0.555960727,133.7
355,2017-05,HOUGANG,3 ROOM,10 TO 12,82,New Generation,1986,68 years 02 months,,343000,703 HOUGANG AVE 2,1.36553096,103.8894606,Hougang mrt,0.61589493,133.7
356,2017-05,HOUGANG,4 ROOM,04 TO 06,91,New Generation,1981,63 years 04 months,,315000,115 HOUGANG AVE 1,1.352765258,103.8878761,Kovan mrt,0.874267042,133.7
357,2017-05,HOUGANG,4 ROOM,10 TO 12,82,Improved,1975,57 years 06 months,,315000,15 HOUGANG AVE 3,1.362657704,103.8919215,Hougang mrt,0.849729955,133.7
358,2017-05,HOUGANG,4 ROOM,01 TO 03,93,New Generation,1983,65 years,,335000,311 HOUGANG AVE 5,1.365667331,103.8948537,Hougang mrt,0.591236191,133.7
359,2017-05,HOUGANG,4 ROOM,07 TO 09,84,Simplified,1985,67 years 05 months,,350000,605 HOUGANG AVE 4,1.37096742,103.8864969,Hougang mrt,0.645361878,133.7
360,2017-05,HOUGANG,4 ROOM,01 TO 03,104,Model A,1990,71 years 08 months,,350000,552 HOUGANG ST 51,1.378802696,103.8903752,Buangkok mrt,0.61737537,133.7
361,2017-05,HOUGANG,4 ROOM,01 TO 03,103,Model A,1992,74 years 04 months,,353000,550 HOUGANG ST 51,1.378161861,103.89069,Buangkok mrt,0.665730623,133.7
362,2017-05,HOUGANG,4 ROOM,07 TO 09,91,New Generation,1985,67 years 06 months,,355000,706 HOUGANG AVE 2,1.365960368,103.8886465,Hougang mrt,0.629152724,133.7
363,2017-05,HOUGANG,4 ROOM,07 TO 09,93,New Generation,1985,67 years 06 months,,355000,704 HOUGANG AVE 2,1.364923196,103.8893795,Hougang mrt,0.678929411,133.7
364,2017-05,HOUGANG,4 ROOM,10 TO 12,84,Simplified,1986,68 years 04 months,,356000,515 HOUGANG AVE 10,1.372395365,103.8890381,Hougang mrt,0.424996835,133.7
365,2017-05,HOUGANG,4 ROOM,10 TO 12,90,Model A2,1999,81 years 03 months,,358000,968 HOUGANG AVE 9,1.378713243,103.8785236,Buangkok mrt,1.70784871,133.7
366,2017-05,HOUGANG,4 ROOM,10 TO 12,94,New Generation,1986,68 years,,360000,354 HOUGANG AVE 7,1.372408326,103.8994333,Hougang mrt,0.830388565,133.7
367,2017-05,HOUGANG,4 ROOM,04 TO 06,90,Model A2,1999,81 years 03 months,,366000,968 HOUGANG AVE 9,1.378713243,103.8785236,Buangkok mrt,1.70784871,133.7
368,2017-05,HOUGANG,4 ROOM,04 TO 06,93,New Generation,1983,64 years 10 months,,366500,109 HOUGANG AVE 1,1.355328589,103.8893763,Kovan mrt,0.742201172,133.7
369,2017-05,HOUGANG,4 ROOM,10 TO 12,92,New Generation,1984,66 years 05 months,,367000,244 HOUGANG ST 22,1.358072532,103.8919468,Kovan mrt,0.853642902,133.7
370,2017-05,HOUGANG,4 ROOM,07 TO 09,91,New Generation,1986,67 years 09 months,,370000,352 HOUGANG AVE 7,1.372105694,103.8990993,Hougang mrt,0.785728787,133.7
371,2017-05,HOUGANG,4 ROOM,10 TO 12,98,New Generation,1978,60 years,,377400,21 HOUGANG AVE 3,1.364245984,103.8914777,Hougang mrt,0.678892654,133.7
372,2017-05,HOUGANG,4 ROOM,07 TO 09,93,New Generation,1985,67 years 04 months,,378000,702 HOUGANG AVE 2,1.365758495,103.8897201,Hougang mrt,0.57970667,133.7
373,2017-05,HOUGANG,4 ROOM,10 TO 12,91,New Generation,1985,67 years 05 months,,380000,701 HOUGANG AVE 2,1.365483983,103.8902003,Hougang mrt,0.583373412,133.7
374,2017-05,HOUGANG,4 ROOM,10 TO 12,84,Simplified,1986,68 years 07 months,,380000,630 HOUGANG AVE 8,1.370285501,103.8810642,Kovan mrt,1.209972291,133.7
375,2017-05,HOUGANG,4 ROOM,07 TO 09,91,New Generation,1984,66 years 05 months,,380000,155 HOUGANG ST 11,1.352653389,103.8802927,Serangoon mrt,0.866290731,133.7
376,2017-05,HOUGANG,4 ROOM,07 TO 09,103,Model A,1984,65 years 11 months,,383000,134 LOR AH SOO,1.350464683,103.8865094,Kovan mrt,1.067336531,133.7
377,2017-05,HOUGANG,4 ROOM,13 TO 15,90,Model A,2003,85 years 02 months,,385000,979C BUANGKOK CRES,1.379538909,103.8799544,Buangkok mrt,1.528085481,133.7
378,2017-05,HOUGANG,4 ROOM,10 TO 12,100,Model A,1998,80 years 07 months,,385000,927 HOUGANG ST 91,1.376622658,103.8807505,Hougang mrt,1.457581568,133.7
379,2017-05,HOUGANG,4 ROOM,10 TO 12,100,Model A,1998,80 years 02 months,,388000,929 HOUGANG ST 91,1.376032043,103.8814979,Hougang mrt,1.353441846,133.7
380,2017-05,HOUGANG,4 ROOM,10 TO 12,98,New Generation,1978,60 years,,390000,21 HOUGANG AVE 3,1.364245984,103.8914777,Hougang mrt,0.678892654,133.7
381,2017-05,HOUGANG,4 ROOM,07 TO 09,104,Model A,1983,65 years 04 months,,390000,301 HOUGANG AVE 5,1.367787515,103.8939299,Hougang mrt,0.337334601,133.7
382,2017-05,HOUGANG,4 ROOM,07 TO 09,91,New Generation,1986,67 years 08 months,,395000,414 HOUGANG AVE 10,1.374904329,103.895996,Hougang mrt,0.654228176,133.7
383,2017-05,HOUGANG,4 ROOM,07 TO 09,91,New Generation,1986,67 years 08 months,,398000,414 HOUGANG AVE 10,1.374904329,103.895996,Hougang mrt,0.654228176,133.7
384,2017-05,HOUGANG,4 ROOM,04 TO 06,100,Model A,1997,79 years,,400000,574 HOUGANG ST 51,1.377469903,103.886929,Buangkok mrt,0.96835042,133.7
385,2017-05,HOUGANG,4 ROOM,10 TO 12,97,New Generation,1984,66 years 07 months,,400000,156 HOUGANG ST 11,1.352526802,103.8795949,Serangoon mrt,0.787676752,133.7
386,2017-05,HOUGANG,4 ROOM,04 TO 06,84,Simplified,1987,68 years 11 months,,402000,506 HOUGANG AVE 8,1.372765724,103.8876188,Hougang mrt,0.582444147,133.7
387,2017-05,HOUGANG,4 ROOM,04 TO 06,105,Model A,1992,74 years 04 months,,405000,457 HOUGANG AVE 10,1.376974341,103.8959986,Buangkok mrt,0.812277109,133.7
388,2017-05,HOUGANG,4 ROOM,04 TO 06,93,New Generation,1984,66 years 05 months,,405000,155 HOUGANG ST 11,1.352653389,103.8802927,Serangoon mrt,0.866290731,133.7
389,2017-05,HOUGANG,4 ROOM,04 TO 06,108,Model A,1985,66 years 11 months,,405000,241 HOUGANG ST 22,1.356508688,103.8918406,Kovan mrt,0.899501907,133.7
390,2017-05,HOUGANG,4 ROOM,04 TO 06,98,Model A,1997,78 years 11 months,,405000,568 HOUGANG ST 51,1.378091904,103.88899,Buangkok mrt,0.766739225,133.7
391,2017-05,HOUGANG,4 ROOM,10 TO 12,101,Model A,1998,79 years 08 months,,415000,938 HOUGANG ST 92,1.37428772,103.8796786,Hougang mrt,1.466984343,133.7
392,2017-05,HOUGANG,4 ROOM,07 TO 09,104,Model A,1992,74 years 05 months,,420000,548 HOUGANG ST 51,1.379559058,103.8914142,Buangkok mrt,0.492145845,133.7
393,2017-05,HOUGANG,4 ROOM,10 TO 12,105,Model A,1990,71 years 11 months,,425000,445 HOUGANG AVE 8,1.379118191,103.8942909,Buangkok mrt,0.524495772,133.7
394,2017-05,HOUGANG,4 ROOM,04 TO 06,101,Model A,1998,79 years 08 months,,440000,159 HOUGANG ST 11,1.351448325,103.8795172,Serangoon mrt,0.756088668,133.7
395,2017-05,HOUGANG,4 ROOM,04 TO 06,105,Model A,1990,71 years 09 months,,448000,425 HOUGANG AVE 6,1.373423294,103.8936002,Hougang mrt,0.372587632,133.7
396,2017-05,HOUGANG,4 ROOM,13 TO 15,101,Model A,1997,79 years 07 months,,448000,161 HOUGANG ST 11,1.352538494,103.8787026,Serangoon mrt,0.692840098,133.7
397,2017-05,HOUGANG,4 ROOM,13 TO 15,100,Model A,1999,80 years 10 months,,460000,698A HOUGANG ST 61,1.375013784,103.8873377,Hougang mrt,0.753643865,133.7
398,2017-05,HOUGANG,4 ROOM,10 TO 12,103,Model A,1997,79 years 07 months,,465000,161 HOUGANG ST 11,1.352538494,103.8787026,Serangoon mrt,0.692840098,133.7
399,2017-05,HOUGANG,4 ROOM,16 TO 18,104,Model A,1992,74 years 05 months,,470000,544 HOUGANG AVE 8,1.378449874,103.8918977,Buangkok mrt,0.593897258,133.7
400,2017-05,HOUGANG,4 ROOM,07 TO 09,104,Model A,1992,74 years 05 months,,480000,361 HOUGANG AVE 5,1.369242268,103.8959704,Hougang mrt,0.430041581,133.7
401,2017-05,HOUGANG,4 ROOM,10 TO 12,100,Model A,1998,79 years 09 months,,490000,915 HOUGANG ST 91,1.377521837,103.8838133,Hougang mrt,1.231082759,133.7
402,2017-05,HOUGANG,4 ROOM,16 TO 18,104,Model A,1992,74 years 05 months,,470000,544 HOUGANG AVE 8,1.378449874,103.8918977,Buangkok mrt,0.593897258,133.7
403,2017-05,HOUGANG,5 ROOM,01 TO 03,116,Improved,1999,81 years 03 months,,386000,962 HOUGANG AVE 9,1.377742579,103.8783893,Hougang mrt,1.747679997,133.7
404,2017-05,HOUGANG,5 ROOM,01 TO 03,110,Improved,2003,85 years 01 month,,390000,981C BUANGKOK CRES,1.380448016,103.8795793,Buangkok mrt,1.541489335,133.7
405,2017-05,HOUGANG,5 ROOM,13 TO 15,110,Improved,2004,85 years 10 months,,408000,984B BUANGKOK LINK,1.382095015,103.8806127,Buangkok mrt,1.395360767,133.7
406,2017-05,HOUGANG,5 ROOM,10 TO 12,110,Improved,2004,85 years 10 months,,410000,984B BUANGKOK LINK,1.382095015,103.8806127,Buangkok mrt,1.395360767,133.7
407,2017-05,HOUGANG,5 ROOM,01 TO 03,121,Improved,1986,68 years 03 months,,425000,616 HOUGANG AVE 8,1.368886512,103.8835612,Hougang mrt,0.981419465,133.7
408,2017-05,HOUGANG,5 ROOM,01 TO 03,122,Improved,1989,71 years,,450000,432 HOUGANG AVE 6,1.376247476,103.8931285,Hougang mrt,0.660879086,133.7
409,2017-05,HOUGANG,5 ROOM,10 TO 12,121,Improved,1997,79 years 06 months,,465000,912 HOUGANG ST 91,1.37849281,103.8840164,Buangkok mrt,1.158214819,133.7
410,2017-05,HOUGANG,5 ROOM,07 TO 09,120,Improved,1998,80 years 02 months,,465000,926 HOUGANG ST 91,1.376100159,103.8809422,Hougang mrt,1.411855739,133.7
411,2017-05,HOUGANG,5 ROOM,04 TO 06,117,Improved,1997,78 years 10 months,,468000,571 HOUGANG ST 51,1.378433438,103.8880231,Buangkok mrt,0.807057079,133.7
412,2017-05,HOUGANG,5 ROOM,10 TO 12,118,Improved,1997,79 years,,470000,567 HOUGANG ST 51,1.378491093,103.8890064,Buangkok mrt,0.730413744,133.7
413,2017-05,HOUGANG,5 ROOM,04 TO 06,121,Improved,1987,69 years,,470000,502 HOUGANG AVE 8,1.372806685,103.8869043,Hougang mrt,0.655889496,133.7
414,2017-05,HOUGANG,5 ROOM,10 TO 12,116,Improved,1999,81 years,,480000,956 HOUGANG ST 91,1.376628245,103.8787989,Hougang mrt,1.651980598,133.7
415,2017-05,HOUGANG,5 ROOM,13 TO 15,115,Improved,1999,81 years,,480000,957 HOUGANG ST 91,1.376632709,103.8793837,Hougang mrt,1.593407415,133.7
416,2017-05,HOUGANG,5 ROOM,13 TO 15,115,Improved,1999,81 years 06 months,,510000,971 HOUGANG ST 91,1.378229936,103.8796963,Buangkok mrt,1.604228283,133.7
417,2017-05,HOUGANG,5 ROOM,07 TO 09,121,Improved,1988,69 years 09 months,,538000,531 HOUGANG AVE 6,1.37575573,103.8902879,Hougang mrt,0.638409154,133.7
418,2017-05,HOUGANG,5 ROOM,13 TO 15,120,Improved,1987,69 years 04 months,,538000,641 HOUGANG AVE 8,1.371276006,103.8800587,Kovan mrt,1.351109624,133.7
419,2017-05,HOUGANG,5 ROOM,10 TO 12,131,Improved,1989,71 years 02 months,,582000,421 HOUGANG AVE 10,1.375423473,103.8947287,Hougang mrt,0.626091186,133.7
420,2017-05,HOUGANG,5 ROOM,04 TO 06,123,Improved,1992,74 years 05 months,,638000,830 HOUGANG CTRL,1.370749546,103.8903291,Hougang mrt,0.219918043,133.7
421,2017-05,HOUGANG,5 ROOM,01 TO 03,133,Improved-Maisonette,1983,64 years 10 months,,700000,120 HOUGANG AVE 1,1.354418826,103.8874619,Kovan mrt,0.690384535,133.7
422,2017-05,HOUGANG,5 ROOM,04 TO 06,117,Improved,1997,78 years 10 months,,468000,571 HOUGANG ST 51,1.378433438,103.8880231,Buangkok mrt,0.807057079,133.7
423,2017-05,HOUGANG,EXECUTIVE,04 TO 06,137,Apartment,1999,81 years 03 months,,580888,961 HOUGANG AVE 9,1.377752166,103.8786653,Hougang mrt,1.721112325,133.7
424,2017-05,HOUGANG,EXECUTIVE,07 TO 09,147,Maisonette,1992,74 years 05 months,,645000,539 HOUGANG ST 52,1.377485081,103.8903821,Buangkok mrt,0.748016407,133.7
425,2017-05,HOUGANG,EXECUTIVE,07 TO 09,146,Maisonette,1984,66 years 05 months,,650000,144 LOR AH SOO,1.351977155,103.8833135,Kovan mrt,0.886085536,133.7
426,2017-05,HOUGANG,EXECUTIVE,04 TO 06,148,Maisonette,1991,73 years 02 months,,660000,446 HOUGANG AVE 8,1.378804588,103.8942838,Buangkok mrt,0.557828504,133.7
427,2017-05,HOUGANG,EXECUTIVE,13 TO 15,143,Apartment,1992,74 years 05 months,,675000,560 HOUGANG ST 51,1.380314933,103.889395,Buangkok mrt,0.552330695,133.7
428,2017-05,HOUGANG,EXECUTIVE,10 TO 12,150,Maisonette,1992,74 years 05 months,,710000,539 HOUGANG ST 52,1.377485081,103.8903821,Buangkok mrt,0.748016407,133.7
429,2017-05,HOUGANG,EXECUTIVE,04 TO 06,146,Maisonette,1990,72 years 02 months,,715000,428 HOUGANG AVE 6,1.374994485,103.893255,Hougang mrt,0.526975725,133.7
430,2017-05,HOUGANG,EXECUTIVE,10 TO 12,148,Maisonette,1984,66 years 04 months,,715000,145 LOR AH SOO,1.351492286,103.8832399,Kovan mrt,0.940321753,133.7
431,2017-05,HOUGANG,EXECUTIVE,13 TO 15,138,Apartment,1997,78 years 10 months,,730000,850 HOUGANG CTRL,1.369716381,103.8934299,Hougang mrt,0.146884023,133.7
432,2017-05,HOUGANG,EXECUTIVE,04 TO 06,153,Maisonette,1986,68 years 05 months,,737000,407 HOUGANG AVE 10,1.372965097,103.8956733,Hougang mrt,0.47826731,133.7
433,2017-05,HOUGANG,EXECUTIVE,10 TO 12,144,Apartment,1992,74 years 04 months,,740000,358 HOUGANG AVE 5,1.36884149,103.8955932,Hougang mrt,0.405854261,133.7
434,2017-05,HOUGANG,EXECUTIVE,04 TO 06,156,Maisonette,1992,74 years 04 months,,750000,834 HOUGANG CTRL,1.369878403,103.8898597,Hougang mrt,0.272040296,133.7
435,2017-05,HOUGANG,EXECUTIVE,04 TO 06,150,Maisonette,1992,74 years 04 months,,762000,562 HOUGANG ST 51,1.380932203,103.8891214,Buangkok mrt,0.533307462,133.7
436,2017-06,HOUGANG,2 ROOM,07 TO 09,47,Model A,2012,93 years 11 months,,255000,986B BUANGKOK CRES,1.382272735,103.8801292,Buangkok mrt,1.446483328,133.7
437,2017-06,HOUGANG,2 ROOM,13 TO 15,47,Model A,2012,93 years 11 months,,255000,986B BUANGKOK CRES,1.382272735,103.8801292,Buangkok mrt,1.446483328,133.7
438,2017-06,HOUGANG,3 ROOM,07 TO 09,59,Improved,1975,57 years 01 month,,255000,2 HOUGANG AVE 3,1.363137208,103.8931845,Hougang mrt,0.802462388,133.7
439,2017-06,HOUGANG,3 ROOM,04 TO 06,68,New Generation,1983,64 years 11 months,,275000,311 HOUGANG AVE 5,1.365667331,103.8948537,Hougang mrt,0.591236191,133.7
440,2017-06,HOUGANG,3 ROOM,07 TO 09,67,New Generation,1984,66 years 06 months,,277000,154 HOUGANG ST 11,1.352202953,103.8801732,Serangoon mrt,0.841788129,133.7
441,2017-06,HOUGANG,3 ROOM,07 TO 09,64,Simplified,1986,68 years 04 months,,285000,698 HOUGANG ST 61,1.37506139,103.8869105,Hougang mrt,0.792350354,133.7
442,2017-06,HOUGANG,3 ROOM,07 TO 09,67,New Generation,1981,63 years 03 months,,290000,119 HOUGANG AVE 1,1.354007769,103.8877484,Kovan mrt,0.745577338,133.7
443,2017-06,HOUGANG,3 ROOM,04 TO 06,64,Simplified,1986,67 years 08 months,,290000,514 HOUGANG AVE 10,1.372116705,103.8891927,Hougang mrt,0.394311126,133.7
444,2017-06,HOUGANG,3 ROOM,01 TO 03,74,Model A,1987,69 years 04 months,,300000,669 HOUGANG AVE 8,1.373370225,103.8840994,Hougang mrt,0.968400043,133.7
445,2017-06,HOUGANG,3 ROOM,10 TO 12,74,Model A,1987,69 years 04 months,,308000,669 HOUGANG AVE 8,1.373370225,103.8840994,Hougang mrt,0.968400043,133.7
446,2017-06,HOUGANG,3 ROOM,10 TO 12,74,Model A,1987,69 years 05 months,,308000,671 HOUGANG AVE 8,1.373063923,103.8838135,Hougang mrt,0.987433709,133.7
447,2017-06,HOUGANG,3 ROOM,04 TO 06,74,Model A,1987,69 years,,318000,660 HOUGANG AVE 8,1.373653601,103.8828669,Hougang mrt,1.108068969,133.7
448,2017-06,HOUGANG,3 ROOM,04 TO 06,74,Model A,1983,65 years 02 months,,320000,304 HOUGANG AVE 5,1.367786717,103.8955303,Hougang mrt,0.460102331,133.7
449,2017-06,HOUGANG,3 ROOM,01 TO 03,74,Model A,1983,64 years 08 months,,348000,305 HOUGANG AVE 5,1.367106262,103.8947284,Hougang mrt,0.450326595,133.7
450,2017-06,HOUGANG,3 ROOM,01 TO 03,74,Model A,1984,65 years 07 months,,362000,210 HOUGANG ST 21,1.359386697,103.8866349,Kovan mrt,0.244895331,133.7
451,2017-06,HOUGANG,4 ROOM,01 TO 03,93,Model A2,1998,79 years 08 months,,330000,911 HOUGANG ST 91,1.378937489,103.8838571,Buangkok mrt,1.150338473,133.7
452,2017-06,HOUGANG,4 ROOM,01 TO 03,84,Simplified,1987,69 years 03 months,,335000,635 HOUGANG AVE 8,1.370212304,103.8791162,Kovan mrt,1.287649127,133.7
453,2017-06,HOUGANG,4 ROOM,10 TO 12,93,New Generation,1983,64 years 08 months,,345000,321 HOUGANG AVE 5,1.367101312,103.898278,Hougang mrt,0.759017874,133.7
454,2017-06,HOUGANG,4 ROOM,10 TO 12,84,Simplified,1985,67 years 03 months,,347000,606 HOUGANG AVE 4,1.370677344,103.885941,Hougang mrt,0.704443094,133.7
455,2017-06,HOUGANG,4 ROOM,04 TO 06,91,New Generation,1985,67 years 02 months,,350000,337 HOUGANG AVE 7,1.369680219,103.8983372,Hougang mrt,0.679985372,133.7
456,2017-06,HOUGANG,4 ROOM,01 TO 03,103,Model A,1987,69 years 04 months,,353000,669 HOUGANG AVE 8,1.373370225,103.8840994,Hougang mrt,0.968400043,133.7
457,2017-06,HOUGANG,4 ROOM,13 TO 15,85,Model A2,2003,84 years 11 months,,355000,980C BUANGKOK CRES,1.380031791,103.8809713,Buangkok mrt,1.403881645,133.7
458,2017-06,HOUGANG,4 ROOM,07 TO 09,84,Simplified,1987,68 years 11 months,,363000,512 HOUGANG AVE 10,1.371273153,103.8886196,Hougang mrt,0.418399613,133.7
459,2017-06,HOUGANG,4 ROOM,04 TO 06,93,New Generation,1985,67 years 04 months,,370000,701 HOUGANG AVE 2,1.365483983,103.8902003,Hougang mrt,0.583373412,133.7
460,2017-06,HOUGANG,4 ROOM,13 TO 15,94,Model A2,1997,79 years 05 months,,370000,910 HOUGANG ST 91,1.378888443,103.8828273,Buangkok mrt,1.255642468,133.7
461,2017-06,HOUGANG,4 ROOM,07 TO 09,101,Model A,1998,79 years 07 months,,370000,938 HOUGANG ST 92,1.37428772,103.8796786,Hougang mrt,1.466984343,133.7
462,2017-06,HOUGANG,4 ROOM,07 TO 09,93,New Generation,1985,67 years 02 months,,375000,708 HOUGANG AVE 2,1.366694185,103.8890931,Hougang mrt,0.535162316,133.7
463,2017-06,HOUGANG,4 ROOM,04 TO 06,103,Model A,1987,68 years 10 months,,377000,661 HOUGANG AVE 4,1.374025687,103.8828041,Hougang mrt,1.128880175,133.7
464,2017-06,HOUGANG,4 ROOM,07 TO 09,84,Simplified,1988,69 years 09 months,,380000,526 HOUGANG AVE 6,1.374407401,103.8905638,Hougang mrt,0.488373851,133.7
465,2017-06,HOUGANG,4 ROOM,07 TO 09,101,Model A,1998,79 years 07 months,,385000,938 HOUGANG ST 92,1.37428772,103.8796786,Hougang mrt,1.466984343,133.7
466,2017-06,HOUGANG,4 ROOM,01 TO 03,104,Model A,1992,74 years 03 months,,388000,363 HOUGANG AVE 5,1.369900384,103.8963935,Hougang mrt,0.4623142,133.7
467,2017-06,HOUGANG,4 ROOM,10 TO 12,91,New Generation,1986,68 years,,388000,354 HOUGANG AVE 7,1.372408326,103.8994333,Hougang mrt,0.830388565,133.7
468,2017-06,HOUGANG,4 ROOM,13 TO 15,101,Model A,1999,81 years 05 months,,388000,976 HOUGANG ST 91,1.377218862,103.8802818,Hougang mrt,1.535228385,133.7
469,2017-06,HOUGANG,4 ROOM,01 TO 03,89,Simplified,1986,67 years 08 months,,390000,514 HOUGANG AVE 10,1.372116705,103.8891927,Hougang mrt,0.394311126,133.7
470,2017-06,HOUGANG,4 ROOM,07 TO 09,93,New Generation,1983,65 years 01 month,,390000,328 HOUGANG AVE 5,1.368743698,103.8967971,Hougang mrt,0.534510607,133.7
471,2017-06,HOUGANG,4 ROOM,07 TO 09,100,Model A,1999,81 years 05 months,,390000,976 HOUGANG ST 91,1.377218862,103.8802818,Hougang mrt,1.535228385,133.7
472,2017-06,HOUGANG,4 ROOM,07 TO 09,100,Model A,1998,80 years 03 months,,391000,925 HOUGANG ST 91,1.376705846,103.8824972,Hougang mrt,1.295053764,133.7
473,2017-06,HOUGANG,4 ROOM,10 TO 12,93,New Generation,1984,66 years 04 months,,395000,242 HOUGANG ST 22,1.357388977,103.8921679,Kovan mrt,0.898006939,133.7
474,2017-06,HOUGANG,4 ROOM,01 TO 03,103,Model A,1984,66 years 06 months,,400000,142 LOR AH SOO,1.35302664,103.8828876,Kovan mrt,0.780988908,133.7
475,2017-06,HOUGANG,4 ROOM,04 TO 06,104,Model A,1992,74 years 04 months,,402000,458 HOUGANG AVE 10,1.377762881,103.8962745,Buangkok mrt,0.747605481,133.7
