month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2020-09,SERANGOON,EXECUTIVE,539,SERANGOON NTH AVE 4,01 TO 03,147,Maisonette,1992,71 years 02 months,659000
2020-09,SERANGOON,EXECUTIVE,542,SERANGOON NTH AVE 4,01 TO 03,147,Maisonette,1992,71 years 02 months,638800
2020-09,SERANGOON,EXECUTIVE,535,SERANGOON NTH AVE 4,10 TO 12,147,Maisonette,1992,71 years 02 months,718000
2020-09,SERANGOON,EXECUTIVE,537,SERANGOON NTH AVE 4,10 TO 12,147,Maisonette,1992,71 years 02 months,690000
2020-09,SERANGOON,EXECUTIVE,542,SERANGOON NTH AVE 4,10 TO 12,149,Maisonette,1992,71 years 02 months,740000
2020-10,SERANGOON,3 ROOM,2,LOR LEW LIAN,01 TO 03,64,Improved,1983,61 years 09 months,342000
2020-10,SERANGOON,3 ROOM,2,LOR LEW LIAN,07 TO 09,64,Improved,1983,61 years 09 months,342000
2020-10,SERANGOON,3 ROOM,4,LOR LEW LIAN,07 TO 09,64,Improved,1978,56 years 07 months,320000
2020-10,SERANGOON,3 ROOM,305,SERANGOON AVE 2,07 TO 09,60,Improved,1985,63 years 06 months,310000
2020-10,SERANGOON,3 ROOM,323,SERANGOON AVE 3,01 TO 03,64,Simplified,1985,64 years 02 months,343000
2020-10,SERANGOON,3 ROOM,223,SERANGOON AVE 4,01 TO 03,72,New Generation,1984,63 years 03 months,273000
2020-10,SERANGOON,3 ROOM,223,SERANGOON AVE 4,07 TO 09,67,New Generation,1984,63 years 03 months,308000
2020-10,SERANGOON,3 ROOM,225,SERANGOON AVE 4,04 TO 06,67,New Generation,1985,63 years 06 months,301888
2020-10,SERANGOON,3 ROOM,221,SERANGOON AVE 4,04 TO 06,67,New Generation,1984,63 years 02 months,290000
2020-10,SERANGOON,3 ROOM,220,SERANGOON AVE 4,04 TO 06,67,New Generation,1984,63 years 02 months,298000
2020-10,SERANGOON,3 ROOM,215,SERANGOON AVE 4,07 TO 09,67,New Generation,1985,63 years 07 months,335000
2020-10,SERANGOON,3 ROOM,207,SERANGOON CTRL,10 TO 12,64,Simplified,1986,64 years 07 months,360000
2020-10,SERANGOON,3 ROOM,153,SERANGOON NTH AVE 1,01 TO 03,64,Simplified,1986,64 years 09 months,280000
2020-10,SERANGOON,4 ROOM,401,SERANGOON AVE 1,04 TO 06,105,Model A,1989,67 years 05 months,598000
2020-10,SERANGOON,4 ROOM,309,SERANGOON AVE 2,07 TO 09,95,New Generation,1985,63 years 07 months,455000
2020-10,SERANGOON,4 ROOM,307,SERANGOON AVE 2,07 TO 09,95,New Generation,1985,64 years 01 month,458000
2020-10,SERANGOON,4 ROOM,234,SERANGOON AVE 3,04 TO 06,84,Simplified,1985,63 years 09 months,394000
2020-10,SERANGOON,4 ROOM,242,SERANGOON AVE 3,04 TO 06,84,Simplified,1986,64 years 08 months,458000
2020-10,SERANGOON,4 ROOM,332,SERANGOON AVE 3,01 TO 03,103,Model A,1986,64 years 06 months,500000
2020-10,SERANGOON,4 ROOM,331,SERANGOON AVE 3,07 TO 09,84,Simplified,1986,64 years 08 months,530000
2020-10,SERANGOON,4 ROOM,223,SERANGOON AVE 4,10 TO 12,94,New Generation,1984,63 years 03 months,430000
2020-10,SERANGOON,4 ROOM,217,SERANGOON AVE 4,04 TO 06,91,New Generation,1984,63 years 01 month,425000
2020-10,SERANGOON,4 ROOM,219,SERANGOON AVE 4,04 TO 06,96,New Generation,1984,63 years 02 months,445000
2020-10,SERANGOON,4 ROOM,416,SERANGOON CTRL,07 TO 09,113,Model A,1989,67 years 08 months,650000
2020-10,SERANGOON,4 ROOM,103,SERANGOON NTH AVE 1,04 TO 06,105,New Generation,1985,64 years,410000
2020-10,SERANGOON,4 ROOM,101,SERANGOON NTH AVE 1,10 TO 12,91,New Generation,1985,63 years 05 months,375000
2020-10,SERANGOON,4 ROOM,144,SERANGOON NTH AVE 1,07 TO 09,103,Model A,1987,65 years 09 months,408000
2020-10,SERANGOON,4 ROOM,101,SERANGOON NTH AVE 1,13 TO 15,91,New Generation,1985,63 years 05 months,385000
2020-10,SERANGOON,4 ROOM,144,SERANGOON NTH AVE 1,10 TO 12,103,Model A,1987,65 years 09 months,438000
2020-10,SERANGOON,4 ROOM,553,SERANGOON NTH AVE 3,01 TO 03,101,Model A,1997,75 years 11 months,393000
2020-10,SERANGOON,4 ROOM,532,SERANGOON NTH AVE 4,07 TO 09,103,Model A,1992,71 years 01 month,395000
2020-10,SERANGOON,4 ROOM,538,SERANGOON NTH AVE 4,07 TO 09,103,Model A,1992,70 years 11 months,405000
2020-10,SERANGOON,5 ROOM,404,SERANGOON AVE 1,10 TO 12,121,Improved,1989,67 years 04 months,703000
2020-10,SERANGOON,5 ROOM,405,SERANGOON AVE 1,10 TO 12,123,Improved,1989,67 years 04 months,715000
2020-10,SERANGOON,5 ROOM,310,SERANGOON AVE 2,07 TO 09,121,Improved,1985,63 years 09 months,642000
2020-10,SERANGOON,5 ROOM,216,SERANGOON AVE 4,04 TO 06,121,Improved,1985,63 years 09 months,548000
2020-10,SERANGOON,5 ROOM,212,SERANGOON AVE 4,04 TO 06,121,Improved,1985,63 years 09 months,632000
2020-10,SERANGOON,5 ROOM,116,SERANGOON NTH AVE 1,01 TO 03,121,Improved,1986,64 years 03 months,473000
2020-10,SERANGOON,5 ROOM,114,SERANGOON NTH AVE 1,01 TO 03,125,Improved,1986,64 years 05 months,450000
2020-10,SERANGOON,5 ROOM,552,SERANGOON NTH AVE 3,01 TO 03,121,Improved,1997,76 years 02 months,468000
2020-10,SERANGOON,5 ROOM,540,SERANGOON NTH AVE 4,04 TO 06,122,Improved,1992,70 years 11 months,546000
2020-10,SERANGOON,5 ROOM,504,SERANGOON NTH AVE 4,07 TO 09,124,Improved,1992,70 years 11 months,510000
2020-10,SERANGOON,5 ROOM,502,SERANGOON NTH AVE 4,10 TO 12,124,Improved,1992,70 years 11 months,508000
2020-10,SERANGOON,EXECUTIVE,319,SERANGOON AVE 2,01 TO 03,146,Maisonette,1985,64 years 02 months,780000
2020-10,SERANGOON,EXECUTIVE,234A,SERANGOON AVE 2,04 TO 06,140,Apartment,1998,76 years 08 months,790000
2020-10,SERANGOON,EXECUTIVE,417,SERANGOON CTRL,04 TO 06,146,Maisonette,1989,67 years 06 months,860000
2020-10,SERANGOON,EXECUTIVE,424,SERANGOON CTRL,04 TO 06,146,Maisonette,1989,67 years 06 months,855000
2020-10,SERANGOON,EXECUTIVE,424,SERANGOON CTRL,04 TO 06,146,Maisonette,1989,67 years 06 months,870000
2020-10,SERANGOON,EXECUTIVE,125,SERANGOON NTH AVE 1,01 TO 03,148,Maisonette,1986,64 years 04 months,602500
2020-10,SERANGOON,EXECUTIVE,527,SERANGOON NTH AVE 4,07 TO 09,146,Apartment,1992,71 years 01 month,695000
2020-10,SERANGOON,EXECUTIVE,519,SERANGOON NTH AVE 4,07 TO 09,147,Maisonette,1992,71 years 01 month,694000
2020-10,SERANGOON,EXECUTIVE,539,SERANGOON NTH AVE 4,01 TO 03,147,Maisonette,1992,70 years 11 months,655000
2020-10,SERANGOON,EXECUTIVE,527,SERANGOON NTH AVE 4,13 TO 15,146,Apartment,1992,70 years 11 months,728000
2020-11,SERANGOON,3 ROOM,305,SERANGOON AVE 2,07 TO 09,60,Improved,1985,63 years 06 months,290000
2020-11,SERANGOON,3 ROOM,323,SERANGOON AVE 3,07 TO 09,64,Simplified,1985,64 years 01 month,380000
2020-11,SERANGOON,3 ROOM,222,SERANGOON AVE 4,04 TO 06,67,New Generation,1985,63 years 10 months,310000
2020-11,SERANGOON,3 ROOM,219,SERANGOON AVE 4,01 TO 03,67,New Generation,1984,63 years 02 months,300000
2020-11,SERANGOON,3 ROOM,225,SERANGOON AVE 4,04 TO 06,67,New Generation,1985,63 years 04 months,310000
2020-11,SERANGOON,3 ROOM,215,SERANGOON AVE 4,01 TO 03,67,New Generation,1985,63 years 06 months,290000
2020-11,SERANGOON,3 ROOM,154,SERANGOON NTH AVE 1,04 TO 06,64,Simplified,1986,64 years 08 months,267000
2020-11,SERANGOON,3 ROOM,108,SERANGOON NTH AVE 1,07 TO 09,69,Improved,1985,63 years 02 months,308888
2020-11,SERANGOON,3 ROOM,151,SERANGOON NTH AVE 2,04 TO 06,64,Simplified,1986,64 years 09 months,268000
2020-11,SERANGOON,4 ROOM,6,LOR LEW LIAN,01 TO 03,98,New Generation,1978,56 years 06 months,426000
2020-11,SERANGOON,4 ROOM,407,SERANGOON AVE 1,10 TO 12,105,Model A,1989,67 years 05 months,560000
2020-11,SERANGOON,4 ROOM,425,SERANGOON AVE 1,13 TO 15,106,Model A,1989,67 years 08 months,640088
2020-11,SERANGOON,4 ROOM,407,SERANGOON AVE 1,04 TO 06,103,Model A,1989,67 years 05 months,560000
2020-11,SERANGOON,4 ROOM,308,SERANGOON AVE 2,04 TO 06,91,New Generation,1985,63 years 07 months,428888
2020-11,SERANGOON,4 ROOM,324,SERANGOON AVE 3,07 TO 09,104,Model A,1986,64 years 05 months,580000
2020-11,SERANGOON,4 ROOM,333,SERANGOON AVE 3,07 TO 09,84,Simplified,1986,64 years 10 months,550000
2020-11,SERANGOON,4 ROOM,328,SERANGOON AVE 3,01 TO 03,84,Simplified,1986,64 years 07 months,450000
2020-11,SERANGOON,4 ROOM,237,SERANGOON AVE 3,01 TO 03,84,Simplified,1985,64 years 01 month,475000
2020-11,SERANGOON,4 ROOM,219,SERANGOON AVE 4,04 TO 06,91,New Generation,1984,63 years 02 months,438000
2020-11,SERANGOON,4 ROOM,225,SERANGOON AVE 4,04 TO 06,92,New Generation,1985,63 years 04 months,448000
2020-11,SERANGOON,4 ROOM,228,SERANGOON AVE 4,04 TO 06,93,New Generation,1984,62 years 08 months,442000
2020-11,SERANGOON,4 ROOM,414,SERANGOON CTRL,01 TO 03,108,Model A,1989,67 years 02 months,552000
2020-11,SERANGOON,4 ROOM,201,SERANGOON CTRL,04 TO 06,84,Simplified,1985,64 years 01 month,380000
2020-11,SERANGOON,4 ROOM,146,SERANGOON NTH AVE 1,01 TO 03,83,Simplified,1987,65 years 08 months,330000
2020-11,SERANGOON,4 ROOM,553,SERANGOON NTH AVE 3,07 TO 09,101,Model A,1997,75 years 10 months,415000
2020-11,SERANGOON,4 ROOM,541,SERANGOON NTH AVE 4,01 TO 03,104,Model A,1992,71 years,385000
2020-11,SERANGOON,4 ROOM,532,SERANGOON NTH AVE 4,01 TO 03,103,Model A,1992,71 years,360000
2020-11,SERANGOON,4 ROOM,534,SERANGOON NTH AVE 4,04 TO 06,104,Model A,1992,71 years,398000
2020-11,SERANGOON,4 ROOM,510,SERANGOON NTH AVE 4,01 TO 03,101,Model A,1997,75 years 08 months,410000
2020-11,SERANGOON,5 ROOM,246,SERANGOON AVE 3,07 TO 09,121,Improved,1986,64 years 03 months,725000
2020-11,SERANGOON,5 ROOM,409,SERANGOON CTRL,13 TO 15,123,Improved,1989,67 years 03 months,770000
2020-11,SERANGOON,5 ROOM,141,SERANGOON NTH AVE 2,13 TO 15,122,Improved,1989,67 years 07 months,543000
2020-11,SERANGOON,5 ROOM,135,SERANGOON NTH AVE 2,10 TO 12,121,Improved,1989,67 years 07 months,560000
2020-11,SERANGOON,5 ROOM,535A,SERANGOON NTH AVE 4,10 TO 12,124,Improved,1992,70 years 11 months,536000
2020-11,SERANGOON,5 ROOM,510,SERANGOON NTH AVE 4,01 TO 03,122,Improved,1997,75 years 08 months,512000
2020-11,SERANGOON,5 ROOM,512,SERANGOON NTH AVE 4,04 TO 06,120,Improved,1997,75 years 09 months,520000
2020-11,SERANGOON,EXECUTIVE,232A,SERANGOON AVE 2,10 TO 12,141,Apartment,1998,76 years 07 months,900000
2020-11,SERANGOON,EXECUTIVE,322,SERANGOON AVE 3,10 TO 12,146,Maisonette,1986,64 years 05 months,816000
2020-11,SERANGOON,EXECUTIVE,322,SERANGOON AVE 3,04 TO 06,146,Maisonette,1986,64 years 04 months,878000
2020-11,SERANGOON,EXECUTIVE,424,SERANGOON CTRL,10 TO 12,146,Maisonette,1989,67 years 06 months,920000
2020-11,SERANGOON,EXECUTIVE,424,SERANGOON CTRL,10 TO 12,146,Maisonette,1989,67 years 06 months,901888
2020-11,SERANGOON,EXECUTIVE,418,SERANGOON CTRL,04 TO 06,146,Maisonette,1989,67 years 07 months,960000
2020-11,SERANGOON,EXECUTIVE,123,SERANGOON NTH AVE 1,04 TO 06,148,Maisonette,1985,63 years 11 months,696000
2020-11,SERANGOON,EXECUTIVE,148,SERANGOON NTH AVE 1,01 TO 03,146,Maisonette,1987,65 years 04 months,625000
2020-11,SERANGOON,EXECUTIVE,544,SERANGOON NTH AVE 3,04 TO 06,140,Apartment,1997,76 years 01 month,710000
2020-11,SERANGOON,EXECUTIVE,537,SERANGOON NTH AVE 4,04 TO 06,149,Maisonette,1992,71 years,698000
2020-12,SERANGOON,2 ROOM,8,LOR LEW LIAN,04 TO 06,44,Improved,1978,56 years 05 months,260000
2020-12,SERANGOON,3 ROOM,2,LOR LEW LIAN,07 TO 09,64,Improved,1983,61 years 06 months,305000
2020-12,SERANGOON,3 ROOM,1,LOR LEW LIAN,10 TO 12,73,Improved,1978,56 years 06 months,337000
2020-12,SERANGOON,3 ROOM,306,SERANGOON AVE 2,04 TO 06,70,Improved,1985,63 years 04 months,350000
2020-12,SERANGOON,3 ROOM,303,SERANGOON AVE 2,01 TO 03,69,Improved,1984,63 years,335000
2020-12,SERANGOON,3 ROOM,323,SERANGOON AVE 3,04 TO 06,64,Simplified,1985,64 years 01 month,386000
2020-12,SERANGOON,3 ROOM,215,SERANGOON AVE 4,01 TO 03,67,New Generation,1985,63 years 07 months,322000
2020-12,SERANGOON,3 ROOM,206,SERANGOON CTRL,07 TO 09,64,Simplified,1985,64 years 01 month,368000
2020-12,SERANGOON,3 ROOM,203,SERANGOON CTRL,04 TO 06,64,Simplified,1986,64 years 02 months,370000
2020-12,SERANGOON,3 ROOM,154,SERANGOON NTH AVE 1,01 TO 03,64,Simplified,1986,64 years 07 months,268000
2020-12,SERANGOON,3 ROOM,115,SERANGOON NTH AVE 1,04 TO 06,67,New Generation,1985,63 years 04 months,298000
2020-12,SERANGOON,3 ROOM,154,SERANGOON NTH AVE 1,01 TO 03,64,Simplified,1986,64 years 06 months,258000
2020-12,SERANGOON,3 ROOM,115,SERANGOON NTH AVE 1,01 TO 03,77,New Generation,1985,63 years 04 months,280000
2020-12,SERANGOON,3 ROOM,153,SERANGOON NTH AVE 1,01 TO 03,64,Simplified,1986,64 years 07 months,275000
2020-12,SERANGOON,4 ROOM,330,SERANGOON AVE 3,07 TO 09,84,Simplified,1986,64 years 08 months,547000
2020-12,SERANGOON,4 ROOM,222,SERANGOON AVE 4,04 TO 06,99,New Generation,1985,63 years 10 months,435000
2020-12,SERANGOON,4 ROOM,211,SERANGOON AVE 4,07 TO 09,93,New Generation,1985,63 years 10 months,525000
2020-12,SERANGOON,4 ROOM,211,SERANGOON AVE 4,07 TO 09,91,New Generation,1985,63 years 10 months,480000
2020-12,SERANGOON,4 ROOM,214,SERANGOON AVE 4,01 TO 03,93,New Generation,1985,63 years 03 months,370000
2020-12,SERANGOON,4 ROOM,226,SERANGOON AVE 4,04 TO 06,93,New Generation,1984,62 years 08 months,442000
2020-12,SERANGOON,4 ROOM,202,SERANGOON CTRL,04 TO 06,103,Model A,1985,64 years 01 month,570000
2020-12,SERANGOON,4 ROOM,427,SERANGOON CTRL,01 TO 03,105,Model A,1989,67 years 01 month,588000
2020-12,SERANGOON,4 ROOM,258,SERANGOON CTRL DR,07 TO 09,100,Model A,1999,77 years 05 months,605000
2020-12,SERANGOON,4 ROOM,126,SERANGOON NTH AVE 1,01 TO 03,91,New Generation,1985,63 years 06 months,370000
2020-12,SERANGOON,4 ROOM,140,SERANGOON NTH AVE 2,10 TO 12,105,Model A,1989,67 years 07 months,465000
2020-12,SERANGOON,4 ROOM,553,SERANGOON NTH AVE 3,01 TO 03,101,Model A,1997,75 years 09 months,394000
2020-12,SERANGOON,4 ROOM,551,SERANGOON NTH AVE 3,10 TO 12,100,Model A,1997,76 years,433000
2020-12,SERANGOON,4 ROOM,522,SERANGOON NTH AVE 4,01 TO 03,103,Model A,1992,70 years 11 months,375000
2020-12,SERANGOON,4 ROOM,532,SERANGOON NTH AVE 4,01 TO 03,103,Model A,1992,70 years 11 months,400000
2020-12,SERANGOON,5 ROOM,404,SERANGOON AVE 1,04 TO 06,121,Improved,1989,67 years 03 months,690000
2020-12,SERANGOON,5 ROOM,208,SERANGOON CTRL,01 TO 03,122,Improved,1985,64 years,710000
2020-12,SERANGOON,5 ROOM,410,SERANGOON CTRL,10 TO 12,123,Improved,1989,67 years 03 months,780000
2020-12,SERANGOON,5 ROOM,258,SERANGOON CTRL DR,07 TO 09,115,Improved,1999,77 years 06 months,750000
2020-12,SERANGOON,5 ROOM,255,SERANGOON CTRL DR,01 TO 03,115,Improved,1999,77 years 06 months,668000
2020-12,SERANGOON,5 ROOM,106,SERANGOON NTH AVE 1,07 TO 09,140,Adjoined flat,1984,62 years 09 months,615000
2020-12,SERANGOON,5 ROOM,116,SERANGOON NTH AVE 1,04 TO 06,121,Improved,1986,64 years 01 month,495000
2020-12,SERANGOON,5 ROOM,541,SERANGOON NTH AVE 4,10 TO 12,122,Improved,1992,71 years,511888
2020-12,SERANGOON,5 ROOM,500,SERANGOON NTH AVE 4,10 TO 12,123,Improved,1992,71 years,535000
2020-12,SERANGOON,5 ROOM,500,SERANGOON NTH AVE 4,10 TO 12,124,Improved,1992,71 years,550000
2020-12,SERANGOON,5 ROOM,523,SERANGOON NTH AVE 4,01 TO 03,122,Improved,1992,71 years,468888
2020-12,SERANGOON,5 ROOM,532,SERANGOON NTH AVE 4,01 TO 03,122,Improved,1992,70 years 11 months,500000
2020-12,SERANGOON,EXECUTIVE,321,SERANGOON AVE 2,04 TO 06,146,Maisonette,1986,64 years 02 months,833888
2020-12,SERANGOON,EXECUTIVE,506,SERANGOON NTH AVE 4,10 TO 12,149,Apartment,1992,71 years,738000
2020-12,SERANGOON,EXECUTIVE,526,SERANGOON NTH AVE 4,04 TO 06,149,Maisonette,1992,71 years,712000
2020-12,SERANGOON,EXECUTIVE,539,SERANGOON NTH AVE 4,01 TO 03,147,Maisonette,1992,70 years 11 months,655000
2020-12,SERANGOON,EXECUTIVE,539,SERANGOON NTH AVE 4,04 TO 06,147,Maisonette,1992,70 years 11 months,691000
2021-01,SERANGOON,3 ROOM,107,SERANGOON NTH AVE 1,10 TO 12,60,Improved,1984,62 years 09 months,272000
2021-01,SERANGOON,3 ROOM,222,SERANGOON AVE 4,01 TO 03,67,New Generation,1985,63 years 09 months,291000
2021-01,SERANGOON,3 ROOM,305,SERANGOON AVE 2,04 TO 06,60,Improved,1985,63 years 03 months,300000
2021-01,SERANGOON,3 ROOM,303,SERANGOON AVE 2,10 TO 12,60,Improved,1984,62 years 11 months,320000
2021-01,SERANGOON,3 ROOM,107,SERANGOON NTH AVE 1,07 TO 09,70,Improved,1984,62 years 09 months,320000
2021-01,SERANGOON,3 ROOM,2,LOR LEW LIAN,07 TO 09,64,Improved,1983,61 years 06 months,338000
2021-01,SERANGOON,3 ROOM,221,SERANGOON AVE 4,07 TO 09,67,New Generation,1984,63 years,350000
2021-01,SERANGOON,3 ROOM,203,SERANGOON CTRL,10 TO 12,64,Simplified,1986,64 years 01 month,358000
2021-01,SERANGOON,3 ROOM,203,SERANGOON CTRL,04 TO 06,64,Simplified,1986,64 years,388000
2021-01,SERANGOON,3 ROOM,303,SERANGOON AVE 2,07 TO 09,69,Improved,1984,62 years 11 months,398000
2021-01,SERANGOON,4 ROOM,113,SERANGOON NTH AVE 1,01 TO 03,97,New Generation,1985,63 years 02 months,378000
2021-01,SERANGOON,4 ROOM,136,SERANGOON NTH AVE 2,01 TO 03,103,Model A,1989,67 years 05 months,380000
2021-01,SERANGOON,4 ROOM,103,SERANGOON NTH AVE 1,01 TO 03,91,New Generation,1985,63 years 08 months,388000
2021-01,SERANGOON,4 ROOM,120,SERANGOON NTH AVE 1,10 TO 12,91,New Generation,1985,63 years 05 months,388000
2021-01,SERANGOON,4 ROOM,224,SERANGOON AVE 4,01 TO 03,91,New Generation,1984,62 years 07 months,395000
2021-01,SERANGOON,4 ROOM,139,SERANGOON NTH AVE 2,01 TO 03,103,Model A,1989,67 years 04 months,408000
2021-01,SERANGOON,4 ROOM,524,SERANGOON NTH AVE 4,10 TO 12,104,Model A,1992,70 years 11 months,408000
2021-01,SERANGOON,4 ROOM,528,SERANGOON NTH AVE 4,04 TO 06,110,Model A,1992,70 years 11 months,409500
2021-01,SERANGOON,4 ROOM,228,SERANGOON AVE 4,01 TO 03,91,New Generation,1984,62 years 07 months,415000
2021-01,SERANGOON,4 ROOM,226,SERANGOON AVE 4,04 TO 06,91,New Generation,1984,62 years 07 months,418000
2021-01,SERANGOON,4 ROOM,215,SERANGOON AVE 4,07 TO 09,95,New Generation,1985,63 years 05 months,430000
2021-01,SERANGOON,4 ROOM,550,SERANGOON NTH AVE 3,13 TO 15,100,Model A,1997,75 years 11 months,446000
2021-01,SERANGOON,4 ROOM,309,SERANGOON AVE 2,04 TO 06,91,New Generation,1985,63 years 04 months,448000
2021-01,SERANGOON,4 ROOM,551,SERANGOON NTH AVE 3,16 TO 18,100,Model A,1997,75 years 11 months,448000
2021-01,SERANGOON,4 ROOM,6,LOR LEW LIAN,04 TO 06,98,New Generation,1978,56 years 05 months,452800
2021-01,SERANGOON,4 ROOM,206,SERANGOON CTRL,01 TO 03,89,Simplified,1985,64 years,455000
2021-01,SERANGOON,4 ROOM,6,LOR LEW LIAN,04 TO 06,97,New Generation,1978,56 years 05 months,458000
2021-01,SERANGOON,4 ROOM,233,SERANGOON AVE 3,10 TO 12,84,Simplified,1985,63 years 05 months,463888
2021-01,SERANGOON,4 ROOM,6,LOR LEW LIAN,07 TO 09,98,New Generation,1978,56 years 05 months,470000
2021-01,SERANGOON,4 ROOM,324,SERANGOON AVE 3,04 TO 06,84,Simplified,1986,64 years 03 months,475000
2021-01,SERANGOON,4 ROOM,233,SERANGOON AVE 3,07 TO 09,84,Simplified,1985,63 years 05 months,485000
2021-01,SERANGOON,4 ROOM,239,SERANGOON AVE 2,04 TO 06,90,Simplified,1985,63 years 06 months,505000
2021-01,SERANGOON,4 ROOM,404,SERANGOON AVE 1,04 TO 06,105,Model A,1989,67 years 02 months,520000
2021-01,SERANGOON,4 ROOM,402,SERANGOON AVE 1,01 TO 03,105,Model A,1989,67 years 03 months,525000
2021-01,SERANGOON,4 ROOM,401,SERANGOON AVE 1,04 TO 06,105,Model A,1989,67 years 02 months,580000
2021-01,SERANGOON,4 ROOM,330,SERANGOON AVE 3,10 TO 12,84,Simplified,1986,64 years 06 months,590000
2021-01,SERANGOON,4 ROOM,258,SERANGOON CTRL DR,07 TO 09,99,Model A,1999,77 years 04 months,602000
2021-01,SERANGOON,4 ROOM,255,SERANGOON CTRL DR,07 TO 09,99,Model A,1999,77 years 04 months,605000
2021-01,SERANGOON,4 ROOM,204,SERANGOON CTRL,10 TO 12,89,Simplified,1985,63 years 09 months,610000
2021-01,SERANGOON,4 ROOM,426,SERANGOON AVE 1,13 TO 15,113,Model A,1988,67 years,640000
2021-01,SERANGOON,5 ROOM,545,SERANGOON NTH AVE 3,01 TO 03,121,Improved,1997,75 years 08 months,472000
2021-01,SERANGOON,5 ROOM,512,SERANGOON NTH AVE 4,01 TO 03,121,Improved,1997,75 years 07 months,490000
2021-01,SERANGOON,5 ROOM,545,SERANGOON NTH AVE 3,04 TO 06,120,Improved,1997,75 years 09 months,520000
2021-01,SERANGOON,5 ROOM,509,SERANGOON NTH AVE 4,04 TO 06,120,Improved,1997,75 years 05 months,535000
2021-01,SERANGOON,5 ROOM,545,SERANGOON NTH AVE 3,07 TO 09,120,Improved,1997,75 years 09 months,540000
2021-01,SERANGOON,5 ROOM,540,SERANGOON NTH AVE 4,07 TO 09,122,Improved,1992,70 years 10 months,560888
2021-01,SERANGOON,5 ROOM,333,SERANGOON AVE 3,01 TO 03,122,Improved,1986,64 years 08 months,665000
2021-01,SERANGOON,5 ROOM,246,SERANGOON AVE 3,04 TO 06,121,Improved,1986,64 years,716888
2021-01,SERANGOON,EXECUTIVE,123,SERANGOON NTH AVE 1,04 TO 06,150,Maisonette,1985,63 years 08 months,580000
2021-01,SERANGOON,EXECUTIVE,125,SERANGOON NTH AVE 1,07 TO 09,150,Maisonette,1986,64 years 02 months,663000
2021-01,SERANGOON,EXECUTIVE,537,SERANGOON NTH AVE 4,04 TO 06,147,Maisonette,1992,70 years 10 months,675000
2021-01,SERANGOON,EXECUTIVE,539,SERANGOON NTH AVE 4,01 TO 03,149,Maisonette,1992,70 years 10 months,675000
2021-01,SERANGOON,EXECUTIVE,542,SERANGOON NTH AVE 4,10 TO 12,149,Apartment,1992,70 years 11 months,693000
2021-01,SERANGOON,EXECUTIVE,516,SERANGOON NTH AVE 4,07 TO 09,146,Apartment,1992,71 years,712000
2021-01,SERANGOON,EXECUTIVE,544,SERANGOON NTH AVE 3,04 TO 06,140,Apartment,1997,75 years 10 months,725000
2021-01,SERANGOON,EXECUTIVE,123,SERANGOON NTH AVE 1,07 TO 09,148,Maisonette,1985,63 years 09 months,728000
2021-01,SERANGOON,EXECUTIVE,506B,SERANGOON NTH AVE 4,13 TO 15,147,Apartment,1992,70 years 10 months,735000
2021-01,SERANGOON,EXECUTIVE,544,SERANGOON NTH AVE 3,07 TO 09,140,Apartment,1997,75 years 11 months,772888
2021-01,SERANGOON,EXECUTIVE,318,SERANGOON AVE 2,07 TO 09,143,Apartment,1985,63 years 06 months,850000
2021-01,SERANGOON,EXECUTIVE,232A,SERANGOON AVE 2,13 TO 15,140,Apartment,1998,76 years 06 months,1000000
2021-02,SERANGOON,3 ROOM,214,SERANGOON AVE 4,04 TO 06,67,New Generation,1985,63 years 01 month,280000
2021-02,SERANGOON,3 ROOM,305,SERANGOON AVE 2,10 TO 12,60,Improved,1985,63 years 03 months,335000
2021-02,SERANGOON,3 ROOM,1,LOR LEW LIAN,07 TO 09,64,Improved,1978,56 years 04 months,354000
2021-02,SERANGOON,3 ROOM,203,SERANGOON CTRL,10 TO 12,64,Simplified,1986,63 years 11 months,360000
2021-02,SERANGOON,3 ROOM,204,SERANGOON CTRL,04 TO 06,64,Simplified,1985,63 years 09 months,400000
2021-02,SERANGOON,4 ROOM,146,SERANGOON NTH AVE 1,04 TO 06,83,Simplified,1987,65 years 06 months,358000
2021-02,SERANGOON,4 ROOM,111,SERANGOON NTH AVE 1,10 TO 12,91,New Generation,1985,63 years 07 months,375000
2021-02,SERANGOON,4 ROOM,118,SERANGOON NTH AVE 1,04 TO 06,91,New Generation,1986,63 years 11 months,380000
2021-02,SERANGOON,4 ROOM,101,SERANGOON NTH AVE 1,07 TO 09,91,New Generation,1985,63 years 01 month,400000
2021-02,SERANGOON,4 ROOM,535A,SERANGOON NTH AVE 4,01 TO 03,104,Model A,1992,70 years 09 months,405000
2021-02,SERANGOON,4 ROOM,208,SERANGOON CTRL,01 TO 03,83,Simplified,1985,63 years 09 months,410000
2021-02,SERANGOON,4 ROOM,540,SERANGOON NTH AVE 4,10 TO 12,104,Model A,1992,70 years 09 months,420000
2021-02,SERANGOON,4 ROOM,323,SERANGOON AVE 3,01 TO 03,89,Simplified,1985,63 years 11 months,488000
2021-02,SERANGOON,4 ROOM,334,SERANGOON AVE 3,04 TO 06,84,Simplified,1987,65 years 02 months,520000
2021-02,SERANGOON,4 ROOM,325,SERANGOON AVE 3,10 TO 12,84,Simplified,1986,64 years 03 months,531000
